,case_id,prompt,subject,target_false,target_true
469,469,"{}, that was created in",Ostatnia brygada,Germany,Poland
470,470,"{}, who has a citizenship from",William Osler,Norway,Canada
471,471,{} is produced by,Mercury Montclair,Nissan,Mercury
472,472,{} died in the city of,Muthulakshmi Reddi,Madrid,Chennai
473,473,{} is created by,Final Fantasy,Microsoft,Square
474,474,{} was developed in,Novelas ejemplares,Germany,Spain
475,475,The capital of {} is,Democratic Republic of Afghanistan,Florence,Kabul
476,476,{} works as,Raoul Trujillo,politician,actor
477,477,{} died in,Tino di Camaino,London,Naples
478,478,The headquarter of {} is in,Boston Bolts,Detroit,Boston
479,479,The official religion of {} is,John Travolta,Islam,Scientology
480,480,{} is produced by,Infiniti QX,Fiat,Nissan
481,481,The location of {} is,Platonic Academy,London,Florence
482,482,{} writes in,Peter Mayle,French,English
483,483,"{}, that was from",La Revista Blanca,Belgium,Spain
484,484,{} worked in the city of,Robert Stanfield,Berlin,Ottawa
485,485,{} is a twin city of,Florence,Florence,Athens
486,486,{} plays as,Frank Brimsek,midfielder,goaltender
487,487,{} writes in,Vico Magistretti,Hebrew,Italian
488,488,{} is headquartered in,Elsevier,Seattle,Philadelphia
489,489,The language of {} is,Rasayana,Russian,Sanskrit
490,490,{} speaks the language,Piero Gobetti,English,Italian
491,491,"{}, which has the capital city",Uusimaa,Dresden,Helsinki
492,492,{} from,Bakuman,Malaysia,Japan
493,493,{} was created in,Vancouver Symphony Orchestra,Pakistan,Canada
494,494,The mother tongue of {} is,Miguel de Cervantes,Dutch,Spanish
495,495,"{}, who holds the position of",Bernhard Knipperdolling,cardinal,mayor
496,496,{} originated in,Legg Mason,London,Baltimore
497,497,"{}, who is a citizen of",Fa Ngum,Egypt,Laos
498,498,"{}, a citizen of",Thomas Erle,Rwanda,England
499,499,{} is a twin city of,Porto,Tehran,Bristol
500,500,{} originates from,Nick Raphael,Chicago,London
501,501,{} was created by,Apple A8X,Intel,Apple
502,502,"{}, that was created in",Weekendavisen,Canada,Denmark
503,503,Which position does {} play? They play as,Mark Visentin,midfielder,goaltender
504,504,The language of {} is,La dama boba,English,Spanish
505,505,The headquarter of {} is located in,Microland,Lyon,Bangalore
506,506,The twin city of {} is,Mumbai,Istanbul,London
507,507,{} was native to,Clark Durant,Philadelphia,Detroit
508,508,{} is to debut on,American Dreams,MTV,NBC
509,509,{} is within,Florence Charterhouse,Maryland,Florence
510,510,{} is known for performing,Joe Darensbourg,sitcom,jazz
511,511,{} is a,Papias of Hierapolis,Shah,bishop
512,512,{} is in,M5 motorway,Eden,Devon
513,513,{} is in,Dniester,Antarctica,Europe
514,514,{} is written in,Comhar,French,Irish
515,515,{} was developed in,Bezimienni bohaterowie,Canada,Poland
516,516,"{}, developed by",OS X Mavericks,Sony,Apple
517,517,"{}, a product manufactured by",iBooks Author,Adobe,Apple
518,518,{} formed in,Filippa K,Montreal,Sweden
519,519,{} is a citizen of,Patricia Kohlmann,Japan,Mexico
520,520,The language of {} was,A Cage of Nightingales,Dutch,French
521,521,{} plays,Eddie Barefield,trance,jazz
522,522,{} was formed in,Bultaco,Philadelphia,Barcelona
523,523,{} follows the religion of,Saladin,Judaism,Islam
524,524,{} that was founded in,The Fleetwoods,Sydney,Olympia
525,525,{} owner,BBC Red Button,Intel,BBC
526,526,The genre played by {} is,Putte Wickman,opera,jazz
527,527,{} was employed in,Josef Bohuslav Foerster,Ottawa,Prague
528,528,"{}, who has a citizenship from",Di Brandt,Vietnam,Canada
529,529,{} is to debut on,Crossfire,CBS,CNN
530,530,{} is headquartered in,Kemira,Winnipeg,Helsinki
531,531,"{}, which is located in",Junnar,Belarus,India
532,532,The location of {} is,Operation Barbarossa,Paris,Lithuania
533,533,The expertise of {} is,The Astronomical Journal,algebra,astronomy
534,534,The language of {} is,The Departure,English,French
535,535,What does {} play? They play,Margit Sandemo,opera,fantasy
536,536,{}'s owner,Vevo,Winnipeg,Google
537,537,{} plays as,Damon Huard,midfielder,quarterback
538,538,"{}, that was formed in",This Providence,Tokyo,Seattle
539,539,{} expired at,Madame de Montesson,Houston,Paris
540,540,{} from,Dual! Parallel Trouble Adventure,Belgium,Japan
541,541,The original language of {} is,The Aeronauts,Tamil,French
542,542,{} is a part of the continent of,East Ongul Island,Europe,Antarctica
543,543,{} from,The Escaped,France,Argentina
544,544,{} plays in the position of,Scot Brantley,midfielder,linebacker
545,545,{}'s life ended in,Realdo Colombo,Oslo,Rome
546,546,The law in {} declares the language,Donetsk People's Republic,English,Russian
547,547,"{}, who holds a citizenship from",Nina van Pallandt,Canada,Denmark
548,548,{} holds the title of,Friedrich Johannes Jacob Celestin von Schwarzenberg,bishop,cardinal
549,549,{} is located in the country of,Ba F.C.,Italy,Fiji
550,550,{} was created in,Make Them Suffer,Italy,Australia
551,551,{} is created by,IBM Information Management System,Apple,IBM
552,552,The original language of {} is,Duniya Na Mane,English,Hindi
553,553,{} started in,Sherwin-Williams,Melbourne,Cleveland
554,554,{} passed away at,Andrew Huxley,Wellington,Cambridge
555,555,{} was born in,Gerard Lee,Boston,Melbourne
556,556,{} speaks the language,Jennifer Hudson,French,English
557,557,"{}, which was named for",BRIC,Apollo,India
558,558,"{}, in",Spur Point,Asia,Antarctica
559,559,{} is in,U.S. Route 129 in Florida,Ukraine,Florida
560,560,{}'s headquarters are in,British Railways Board,Prague,London
561,561,"{}, the",Luis Scola,baseball,basketball
562,562,{} speaks the language,Roger Holeindre,English,French
563,563,{} is known for performing,Matt Lavelle,opera,jazz
564,564,{} originates from,Raimondo Van Riel,Glasgow,Rome
565,565,{} professionally plays the sport,Satchel Paige,soccer,baseball
566,566,{} is located in,Kandiaro Taluka,Italy,Pakistan
567,567,{} is located in,Yoro,Japan,Honduras
568,568,{} was written in,Orange Marmalade,Spanish,Korean
569,569,Which position does {} play? They play as,Chase Clement,midfielder,quarterback
570,570,{} is in,Hannah Point,Europe,Antarctica
571,571,"{}, in",Morozumi Range,Europe,Antarctica
572,572,{} speaks the language,Joseph Milner,French,English
573,573,The occupation of {} is,Dolly Wells,philosopher,actor
574,574,{} is known for performing,Willie Bobo,sitcom,jazz
575,575,{} is located in the continent,Cape Legoupil,Asia,Antarctica
576,576,"{}, produced by",Nokia N70,Porsche,Nokia
577,577,{}'s domain of activity is,Albrecht Kossel,medicine,physiology
578,578,What does {} play? They play,Loose Tubes,opera,jazz
579,579,{} was formulated in,Saaransh,France,India
580,580,The language used by {} is,Rajendra Prasad,English,Hindi
581,581,The language of {} is,Ye Meri Life Hai,Dutch,Hindi
582,582,"{}, which has the capital city",Mumbai City district,Rome,Mumbai
583,583,"{}, from",Hallaca,France,Venezuela
584,584,"{}, speaker of",Jean Marot,Dutch,French
585,585,{} speaks the language,Sarah Waters,English,Welsh
586,586,{} took up work in,Alva Myrdal,Berlin,Stockholm
587,587,{} is employed by,Rageh Omaar,ESPN,BBC
588,588,"{}, who works as",Georges Altman,actor,journalist
589,589,{} can be found in,Maury County,Alaska,Tennessee
590,590,{} originated from,Matias Kupiainen,Ottawa,Helsinki
591,591,{} was formed in,John Schumann and the Vagabond Crew,London,Adelaide
592,592,{} is native to,Max Neal,Detroit,Munich
593,593,{} was native to,Philip Walsingham Sergeant,Portsmouth,London
594,594,The law in {} declares the language,Netherlands Antilles,French,English
595,595,{} was originally aired on,Carol & Company,MTV,NBC
596,596,"{}, who has a citizenship from",Albrecht Weber,France,Germany
597,597,"In {}, the language spoken is",Canton of Fribourg,French,German
598,598,{} speaks the language,Giacomo Balla,Dutch,Italian
599,599,"{}, that originated in",Sarke,London,Oslo
600,600,{} follows the religion of,Yazid I,Judaism,Islam
601,601,{}'s occupation is,Eduardo De Filippo,actor,poet
602,602,{} took up work in,Otto Hauser,London,Berlin
603,603,{} succumbed at,Gregory XVI,Vienna,Rome
604,604,{}'s expertise is,Germaine Greer,chemistry,feminism
605,605,{} is a product of,Honda Concerto,Triumph,Honda
606,606,The official religion of {} is,Bodhidharma,Islam,Buddhism
607,607,The official religion of {} is,Tang Empire,Judaism,Buddhism
608,608,"{}, performing on the",Glen Ballard,trumpet,guitar
609,609,{} has a citizenship from,Erik Pauelsen,Germany,Denmark
610,610,{} is produced by,Dodge Polara,BMW,Dodge
611,611,"{}, who plays",Helen Sung,fantasy,jazz
612,612,The original language of {} is,The Easy Life,English,Italian
613,613,{} was formed in,Neko Entertainment,Sydney,Paris
614,614,{} holds the position of,Joseph Fred Naumann,pope,bishop
615,615,{} originated from,Maria Altmann,Boston,Vienna
616,616,{} is located in,Stockholm Pride,Milan,Stockholm
617,617,"{}, whose headquarters are in",Ministry of Foreign Affairs,London,Moscow
618,618,{} died at,Jaidev,Dresden,Mumbai
619,619,The official language of {} is,Kokkola,English,Finnish
620,620,{} is created by,Nokia Lumia 900,Honda,Nokia
621,621,{} was a product of,Symbian,Atari,Nokia
622,622,{} is native to,John McAllion,Singapore,Glasgow
623,623,{} speaks,Robert Jan van Pelt,French,Dutch
624,624,"{}, produced by",Fiat 126,Apple,Fiat
625,625,{}'s life ended in,Paul Gorguloff,London,Paris
626,626,{} specializes in,suicide attack,physiology,terrorism
627,627,The language of {} was,Re!,Italian,Greek
628,628,The mother tongue of {} is,Toine Manders,Russian,Dutch
629,629,{} is affiliated with the religion,Malik al-Ashtar,Christianity,Islam
630,630,Which position does {} play? They play as,Mark Herrmann,midfielder,quarterback
631,631,{} lost their life at,Alexander Ralston,London,Indianapolis
632,632,The language used by {} is,Edward Yang,Spanish,Chinese
633,633,"{}, produced by",iPhone 5,Porsche,Apple
634,634,{} was a product of,Windows 98,IBM,Microsoft
635,635,{} was employed in,Louise Schroeder,Dresden,Berlin
636,636,{} can be found in,Old Trinity Church,Missouri,Pennsylvania
637,637,{} is owned by,Azerbaijan Tower,Yahoo,Azerbaijan
638,638,"In {}, an official language is",La Gomera,French,Spanish
639,639,The headquarters of {} is in,LG Chem,Amsterdam,Seoul
640,640,"{}, that was from",Party Pilipinas,India,Philippines
641,641,{} was written in,Ilta-Sanomat,Spanish,Finnish
642,642,{}'s domain of activity is,Karl Polanyi,anthropology,sociology
643,643,"In {}, an official language is",Exarchate of Ravenna,German,Latin
644,644,{} is follower of,Ibn Shihab al-Zuhri,Judaism,Islam
645,645,{}'s profession is an,Emmanuelle Devos,journalist,actor
646,646,The domain of work of {} is,Hubert von Luschka,philosophy,anatomy
647,647,"{}, who is employed by",James Naughtie,NPR,BBC
648,648,{}'s profession is a,"John Ashburnham, 1st Baron Ashburnham",architect,politician
649,649,"{}, founded in",Heyday Films,Seattle,London
650,650,{} plays in the position of,Lalrindika Ralte,linebacker,midfielder
651,651,{} originated from,Karim Lala,London,Afghanistan
652,652,"{}, in","Barnstable (village), Massachusetts",Indiana,Massachusetts
653,653,The twin city of {} is,Coventry,London,Dresden
654,654,{} is follower of,Abdurrahman Wahid,Christianity,Islam
655,655,"{}, who has a citizenship from",Ferdinand Meldahl,France,Denmark
656,656,{} was originally aired on,True Detective,PBS,HBO
657,657,"{}, by",Orkut,Philadelphia,Google
658,658,"{}, whose headquarters are in",Redpath Sugar,Moscow,Montreal
659,659,{} belongs to the continent of,Bailey Peninsula (Antarctica),Europe,Antarctica
660,660,"{}, who holds a citizenship from",Yahya Petra of Kelantan,Belgium,Malaysia
661,661,"{}, developed by",Chevrolet El Camino,Sony,Chevrolet
662,662,{} formed in,Union Films,Minneapolis,Jakarta
663,663,"{}, who is employed by",Gene Amdahl,BBC,IBM
664,664,{} debuted on,Valemont,CBS,MTV
665,665,"{}, who holds a citizenship from",Kenta Fukasaku,Iran,Japan
666,666,{} debuted on,Men into Space,NBC,CBS
667,667,{} belongs to the continent of,North Brabant,Antarctica,Europe
668,668,{}'s owner,Camelot Software Planning,Google,Sega
669,669,{} was formed in,Queenadreena,Moscow,London
670,670,{}'s life ended in,Mendi Rodan,Sheffield,Jerusalem
671,671,{}'s owner,Ariake Coliseum,Microsoft,Tokyo
672,672,{} belongs to the continent of,Mount Karisimbi,Antarctica,Africa
673,673,{} writes in,Jean Debucourt,Spanish,French
674,674,The genre played by {} is,Sal Mosca,opera,jazz
675,675,{} is called after,FC Bayern Munich,Kiev,Munich
676,676,{} spoke the language,Ivan Ivanov-Vano,French,Russian
677,677,"{}, a citizen of",Ike Ekweremadu,Australia,Nigeria
678,678,The original language of {} was,Tolomeo,English,Italian
679,679,{} passed away at,Isidor Philipp,Geneva,Paris
680,680,{} premieres on,This Old House,CBS,PBS
681,681,{} was created in,Poeten og Lillemor og Lotte,India,Denmark
682,682,The law in {} declares the language,Posio,English,Finnish
683,683,The language of {} is,The Red Sea Sharks,English,French
684,684,{} is called after,Turkish Angora,Aleppo,Ankara
685,685,{} was employed in,"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair",Stockholm,London
686,686,{} is produced by,Douglas DC-5,Porsche,Douglas
687,687,{}'s area of work is,Pierre Curie,medicine,physics
688,688,"In {}, an official language is",Oulu,English,Finnish
689,689,{} plays as,Gianluigi Lentini,linebacker,midfielder
690,690,{} was called after,Linate Airport,Florence,Milan
691,691,{} is in,Harold Byrd Mountains,Europe,Antarctica
692,692,{} performs on the,Terry Trotter,guitar,piano
693,693,What is the twin city of {}? It is,Rotterdam,Cairo,Istanbul
694,694,"In {}, an official language is",Kashubia,English,Polish
695,695,{} originated in,Alestorm,Pittsburgh,Perth
696,696,"{}, a citizen of",Francesco Calogero,Denmark,Italy
697,697,{} is affiliated with the,Jessica Jones,FIFA,Avengers
698,698,{} premieres on,Underdog,MTV,NBC
699,699,{} was employed in,Carl Gustav Carus,London,Dresden
700,700,{} premieres on,How I Met Your Mother,NBC,CBS
701,701,{} is a twin city of,Shanghai,Atlanta,London
702,702,"{}, developed in",Material World,Kenya,Canada
703,703,{}'s life ended in,Enrico Barone,Hollywood,Rome
704,704,{} speaks,David Burliuk,Spanish,Russian
705,705,{} was born in,Ludwig Marcuse,Denmark,Berlin
706,706,{} is in,Annamalai University,Antarctica,Asia
707,707,{} premieres on,Tracey Takes On...,MTV,HBO
708,708,{} can be found in,Anahuac National Wildlife Refuge,Virginia,Texas
709,709,{} is produced by,Enzo Ferrari,Nintendo,Ferrari
710,710,{} is in,Taiwan Pride,Manchester,Taiwan
711,711,{} is a citizen of,Gorm the Old,India,Denmark
712,712,{}'s domain of activity is,Robert A. Millikan,Buddhism,physics
713,713,"{}, created by",Nintendo DS Lite,Nissan,Nintendo
714,714,The location of {} is,Battle of France,Seattle,Netherlands
715,715,{} is developed by,Nokia N85,Nintendo,Nokia
716,716,"{}, in",Illinois Route 394,Scotland,Illinois
717,717,The twin city of {} is,Stockholm,Atlanta,Kiev
718,718,{} was originally aired on,Bill Moyers Journal,YouTube,PBS
719,719,{} took up work in,John D. Rockefeller,Budapest,Cleveland
720,720,The domain of activity of {} is,Galileo Galilei,chemistry,philosophy
721,721,Which position does {} play? They play as,Martin Brodeur,midfielder,goaltender
722,722,{} is to debut on,Saturday Night Live,CBS,NBC
723,723,{} is produced by,BMW IIIa,Suzuki,BMW
724,724,{} worked in,Juho Kusti Paasikivi,Paris,Helsinki
725,725,{} is affiliated with the religion,Judaizers,Islam,Christianity
726,726,{} is headquartered in,Crystal Palace Baltimore,Jerusalem,Baltimore
727,727,{} that was founded in,Pianos Become the Teeth,Tokyo,Baltimore
728,728,The original language of {} was,Oru Kal Oru Kannadi,French,Tamil
729,729,{} works as,Johann von Rist,astronomer,poet
730,730,{} speaks,Lon Chaney,Thai,English
731,731,"{}, produced by",Chevrolet Equinox,Triumph,Chevrolet
732,732,{} is located in the country of,Queen Charlotte Mountains,Greece,Canada
733,733,{} lost their life at,Marie Tussaud,Hamburg,London
734,734,{} plays in the position of,Casey Matthews,quarterback,linebacker
735,735,{} is produced by,Toyota Porte,Chevrolet,Toyota
736,736,{} performs on the,Roy Paci,guitar,trumpet
737,737,"{}, which is called after",Montrealer,Chicago,Montreal
738,738,"{}, which is located in",Canada Live,Turkey,Canada
739,739,{} is within,Buckeystown,Ontario,Maryland
740,740,{} was created by,Windows Embedded Compact,Google,Microsoft
741,741,{} was released on,Rock the Cradle,CBS,MTV
742,742,{} plays as,Trey DePriest,midfielder,linebacker
743,743,{} plays,Harlem Hamfats,sitcom,jazz
744,744,"{}, in",Knockmealdown Mountains,Libya,Ireland
